Parent Term	Parent Term Accession	Start Stage of Parent Term	End Stage of Parent Term	Child Term	Child term Accession	End Stage of Child Term	Start Stage of Child Term
rib pre-cartilage condensation	EMAPA:17397	TS19	TS21	T7 rib pre-cartilage condensation	EMAPA:19395	TS21	TS20
rib pre-cartilage condensation	EMAPA:17397	TS19	TS21	T4 rib pre-cartilage condensation	EMAPA:19372	TS20	TS19
rib pre-cartilage condensation	EMAPA:17397	TS19	TS21	T13 rib pre-cartilage condensation	EMAPA:19401	TS21	TS20
rib pre-cartilage condensation	EMAPA:17397	TS19	TS21	T2 rib pre-cartilage condensation	EMAPA:19370	TS20	TS19
rib shaft	EMAPA:36014	TS26	TS26	rib shaft ossified region	EMAPA:36016	TS26	TS26
rib shaft	EMAPA:36014	TS26	TS26	rib shaft non-ossified region	EMAPA:36015	TS26	TS26
right atrium	EMAPA:17321	TS19	TS28	right atrium endocardial lining	EMAPA:17325	TS26	TS19
right atrium	EMAPA:17321	TS19	TS28	right atrium valve	EMAPA:17327	TS28	TS19
right atrium	EMAPA:17321	TS19	TS28	right atrium lumen	EMAPA:26020	TS26	TS19
right atrium	EMAPA:17321	TS19	TS28	right atrium cardiac muscle	EMAPA:17326	TS26	TS19
right atrium	EMAPA:17321	TS19	TS28	right atrium auricular region	EMAPA:17322	TS28	TS19
right atrium auricular region	EMAPA:17322	TS19	TS28	right atrium auricular region cardiac muscle	EMAPA:17324	TS26	TS19
right atrium auricular region	EMAPA:17322	TS19	TS28	right atrium auricular region endocardial lining	EMAPA:17323	TS26	TS19
right atrium cardiac muscle	EMAPA:17326	TS19	TS26	right atrium auricular region cardiac muscle	EMAPA:17324	TS26	TS19
right atrium valve	EMAPA:17327	TS19	TS28	right atrium venous valve	EMAPA:17328	TS28	TS19
right auricular region	EMAPA:16824	TS16	TS18	right auricular region cardiac muscle	EMAPA:16826	TS18	TS16
right auricular region	EMAPA:16824	TS16	TS18	right auricular region endocardial lining	EMAPA:16825	TS18	TS16
right hepatic duct	EMAPA:32797	TS22	TS28	right hepatic duct intrahepatic part	EMAPA:18305	TS28	TS22
right hepatic duct	EMAPA:32797	TS22	TS28	right hepatic duct extrahepatic part	EMAPA:19100	TS26	TS22
right lung	EMAPA:17661	TS15	TS28	right lung hilus	EMAPA:17996	TS28	TS21
right lung	EMAPA:17661	TS15	TS28	right lung middle lobe	EMAPA:17997	TS28	TS21
right lung	EMAPA:17661	TS15	TS28	right lung epithelium	EMAPA:17663	TS28	TS15
right lung	EMAPA:17661	TS15	TS28	right lung accessory lobe	EMAPA:17981	TS28	TS21
right lung	EMAPA:17661	TS15	TS28	right lung cranial lobe	EMAPA:17991	TS28	TS21
right lung	EMAPA:17661	TS15	TS28	right lung caudal lobe	EMAPA:17986	TS28	TS21
right lung	EMAPA:17661	TS15	TS28	right lung mesenchyme	EMAPA:17662	TS26	TS20
right lung	EMAPA:17661	TS15	TS28	right lung vascular element	EMAPA:17668	TS26	TS20
right lung	EMAPA:17661	TS15	TS28	right lung lobe	EMAPA:35155	TS28	TS20
right lung accessory lobe	EMAPA:17981	TS21	TS28	right lung accessory lobe lobar bronchus	EMAPA:17982	TS26	TS21
right lung accessory lobe alveolar system	EMAPA:19003	TS24	TS26	right lung accessory lobe alveolus	EMAPA:19190	TS26	TS25
right lung accessory lobe alveolar system	EMAPA:19003	TS24	TS26	right lung accessory lobe alveolar duct	EMAPA:19191	TS26	TS25
right lung accessory lobe bronchiole	EMAPA:19002	TS24	TS26	right lung accessory lobe alveolar system	EMAPA:19003	TS26	TS24
right lung accessory lobe lobar bronchus	EMAPA:17982	TS21	TS26	right lung accessory lobe lobar bronchus vascular element	EMAPA:17985	TS26	TS21
right lung accessory lobe lobar bronchus	EMAPA:17982	TS21	TS26	right lung accessory lobe bronchiole	EMAPA:19002	TS26	TS24
right lung accessory lobe lobar bronchus	EMAPA:17982	TS21	TS26	right lung accessory lobe lobar bronchus epithelium	EMAPA:17984	TS23	TS21
right lung accessory lobe lobar bronchus	EMAPA:17982	TS21	TS26	right lung accessory lobe lobar bronchus mesenchyme	EMAPA:17983	TS26	TS21
right lung alveolar system	EMAPA:35717	TS24	TS28	right lung alveolar duct	EMAPA:35819	TS28	TS25
right lung alveolar system	EMAPA:35717	TS24	TS28	right lung alveolus	EMAPA:35997	TS28	TS25
right lung bronchiole	EMAPA:35425	TS24	TS28	right lung alveolar system	EMAPA:35717	TS28	TS24
right lung caudal lobe	EMAPA:17986	TS21	TS28	right lung caudal lobe lobar bronchus	EMAPA:17987	TS26	TS21
right lung caudal lobe alveolar system	EMAPA:19005	TS24	TS26	right lung caudal lobe alveolus	EMAPA:19188	TS26	TS25
right lung caudal lobe alveolar system	EMAPA:19005	TS24	TS26	right lung caudal lobe alveolar duct	EMAPA:19189	TS26	TS25
right lung caudal lobe bronchiole	EMAPA:19004	TS24	TS26	right lung caudal lobe alveolar system	EMAPA:19005	TS26	TS24
right lung caudal lobe lobar bronchus	EMAPA:17987	TS21	TS26	right lung caudal lobe lobar bronchus epithelium	EMAPA:17989	TS23	TS21
right lung caudal lobe lobar bronchus	EMAPA:17987	TS21	TS26	right lung caudal lobe lobar bronchus vascular element	EMAPA:17990	TS26	TS21
right lung caudal lobe lobar bronchus	EMAPA:17987	TS21	TS26	right lung caudal lobe bronchiole	EMAPA:19004	TS26	TS24
right lung caudal lobe lobar bronchus	EMAPA:17987	TS21	TS26	right lung caudal lobe lobar bronchus mesenchyme	EMAPA:17988	TS26	TS21
right lung cranial lobe	EMAPA:17991	TS21	TS28	right lung cranial lobe lobar bronchus	EMAPA:17992	TS26	TS21
right lung cranial lobe alveolar system	EMAPA:19007	TS24	TS26	right lung cranial lobe alveolus	EMAPA:19186	TS26	TS25
right lung cranial lobe alveolar system	EMAPA:19007	TS24	TS26	right lung cranial lobe alveolar duct	EMAPA:19187	TS26	TS25
right lung cranial lobe bronchiole	EMAPA:19006	TS24	TS26	right lung cranial lobe alveolar system	EMAPA:19007	TS26	TS24
right lung cranial lobe lobar bronchus	EMAPA:17992	TS21	TS26	right lung cranial lobe lobar bronchus mesenchyme	EMAPA:17993	TS26	TS21
right lung cranial lobe lobar bronchus	EMAPA:17992	TS21	TS26	right lung cranial lobe lobar bronchus vascular element	EMAPA:17995	TS26	TS21
right lung cranial lobe lobar bronchus	EMAPA:17992	TS21	TS26	right lung cranial lobe bronchiole	EMAPA:19006	TS26	TS24
right lung cranial lobe lobar bronchus	EMAPA:17992	TS21	TS26	right lung cranial lobe lobar bronchus epithelium	EMAPA:17994	TS23	TS21
right lung lobar bronchus	EMAPA:17664	TS20	TS28	right lung bronchiole	EMAPA:35425	TS28	TS24
right lung lobar bronchus	EMAPA:17664	TS20	TS28	right lung lobar bronchus epithelium	EMAPA:17666	TS28	TS20
right lung lobar bronchus	EMAPA:17664	TS20	TS28	right lung lobar bronchus mesenchyme	EMAPA:17665	TS20	TS20
right lung lobar bronchus	EMAPA:17664	TS20	TS28	right lung lobar bronchus vascular element	EMAPA:17667	TS26	TS20
right lung lobe	EMAPA:35155	TS20	TS28	right lung lobar bronchus	EMAPA:17664	TS28	TS20
right lung middle lobe	EMAPA:17997	TS21	TS28	right lung middle lobe lobar bronchus	EMAPA:17998	TS26	TS21
right lung middle lobe alveolar system	EMAPA:19009	TS24	TS26	right lung middle lobe alveolar duct	EMAPA:19185	TS26	TS25
right lung middle lobe alveolar system	EMAPA:19009	TS24	TS26	right lung middle lobe alveolus	EMAPA:19184	TS26	TS25
right lung middle lobe bronchiole	EMAPA:19008	TS24	TS26	right lung middle lobe alveolar system	EMAPA:19009	TS26	TS24
right lung middle lobe lobar bronchus	EMAPA:17998	TS21	TS26	right lung middle lobe bronchiole	EMAPA:19008	TS26	TS24
right lung middle lobe lobar bronchus	EMAPA:17998	TS21	TS26	right lung middle lobe lobar bronchus epithelium	EMAPA:18000	TS23	TS21
right lung middle lobe lobar bronchus	EMAPA:17998	TS21	TS26	right lung middle lobe lobar bronchus vascular element	EMAPA:18001	TS26	TS21
right lung middle lobe lobar bronchus	EMAPA:17998	TS21	TS26	right lung middle lobe lobar bronchus mesenchyme	EMAPA:17999	TS26	TS21
right lung rudiment	EMAPA:16733	TS15	TS19	right lung rudiment vascular element	EMAPA:16736	TS19	TS15
right lung rudiment	EMAPA:16733	TS15	TS19	right lung rudiment epithelium	EMAPA:16735	TS19	TS15
right lung rudiment	EMAPA:16733	TS15	TS19	right lung rudiment mesenchyme	EMAPA:16734	TS19	TS15
right umbilical vein	EMAPA:36020	TS13	TS15	right umbilical vein extraembryonic part	EMAPA:16378	TS14	TS13
right umbilical vein	EMAPA:36020	TS13	TS15	right umbilical vein embryonic part	EMAPA:16359	TS15	TS13
right vitelline vein	EMAPA:36023	TS13	TS18	right vitelline vein extraembryonic part	EMAPA:16381	TS14	TS13
right vitelline vein	EMAPA:36023	TS13	TS18	right vitelline vein embryonic part	EMAPA:16699	TS18	TS15
s-shaped body	EMAPA:27756	TS21	TS21	renal connecting tubule of s-shaped body	EMAPA:27758	TS21	TS21
s-shaped body	EMAPA:27853	TS22	TS28	proximal segment of s-shaped body	EMAPA:27883	TS28	TS22
s-shaped body	EMAPA:27756	TS21	TS21	proximal segment of s-shaped body	EMAPA:27764	TS21	TS21
s-shaped body	EMAPA:27756	TS21	TS21	distal segment of s-shaped body	EMAPA:27760	TS21	TS21
s-shaped body	EMAPA:27853	TS22	TS28	renal connecting tubule of s-shaped body	EMAPA:27865	TS27	TS22
s-shaped body	EMAPA:27853	TS22	TS28	medial segment of s-shaped body	EMAPA:27877	TS28	TS22
s-shaped body	EMAPA:27756	TS21	TS21	medial segment of s-shaped body	EMAPA:27762	TS21	TS21
s-shaped body	EMAPA:27853	TS22	TS28	distal segment of s-shaped body	EMAPA:27871	TS28	TS22
S1 intervertebral disc	EMAPA:19576	TS24	TS26	S1 annulus fibrosus	EMAPA:19578	TS26	TS24
S1 intervertebral disc	EMAPA:19576	TS24	TS26	S1 nucleus pulposus	EMAPA:19577	TS26	TS24
S1 segmental spinal nerve	EMAPA:25236	TS26	TS26	S1 mixed spinal nerve	EMAPA:26585	TS26	TS26
S1 segmental spinal nerve	EMAPA:25236	TS26	TS26	S1 dorsal root	EMAPA:25280	TS26	TS26
S1 segmental spinal nerve	EMAPA:25236	TS26	TS26	S1 ventral root	EMAPA:25281	TS26	TS26
S1 vertebra	EMAPA:19588	TS24	TS28	S1 vertebra neural arch	EMAPA:25409	TS26	TS26
S1 vertebra	EMAPA:19588	TS24	TS28	S1 vertebra centrum	EMAPA:25406	TS26	TS26
S1 vertebra	EMAPA:19588	TS24	TS28	S1 future vertebral canal	EMAPA:25408	TS26	TS26
S1 vertebra neural arch	EMAPA:25409	TS26	TS26	cartilage primordium of future S1 spinous process	EMAPA:25412	TS26	TS26
S1 vertebra neural arch	EMAPA:25409	TS26	TS26	S1 neural arch lamina	EMAPA:25410	TS26	TS26
S1 vertebra neural arch	EMAPA:25409	TS26	TS26	S1 neural arch transverse process	EMAPA:25413	TS26	TS26
S1 vertebra neural arch	EMAPA:25409	TS26	TS26	S1 neural arch pedicle	EMAPA:25411	TS26	TS26
S2 intervertebral disc	EMAPA:19579	TS24	TS26	S2 nucleus pulposus	EMAPA:19580	TS26	TS24
S2 intervertebral disc	EMAPA:19579	TS24	TS26	S2 annulus fibrosus	EMAPA:19581	TS26	TS24
S2 segmental spinal nerve	EMAPA:25237	TS26	TS26	S2 ventral root	EMAPA:25283	TS26	TS26
S2 segmental spinal nerve	EMAPA:25237	TS26	TS26	S2 mixed spinal nerve	EMAPA:26587	TS26	TS26
S2 segmental spinal nerve	EMAPA:25237	TS26	TS26	S2 dorsal root	EMAPA:25282	TS26	TS26
S2 vertebra	EMAPA:19589	TS24	TS28	S2 vertebra neural arch	EMAPA:25417	TS26	TS26
S2 vertebra	EMAPA:19589	TS24	TS28	S2 future vertebral canal	EMAPA:25416	TS26	TS26
S2 vertebra	EMAPA:19589	TS24	TS28	S2 vertebra centrum	EMAPA:25414	TS26	TS26
S2 vertebra neural arch	EMAPA:25417	TS26	TS26	S2 neural arch transverse process	EMAPA:25421	TS26	TS26
S2 vertebra neural arch	EMAPA:25417	TS26	TS26	S2 neural arch lamina	EMAPA:25418	TS26	TS26
S2 vertebra neural arch	EMAPA:25417	TS26	TS26	cartilage primordium of future S2 spinous process	EMAPA:25420	TS26	TS26
S2 vertebra neural arch	EMAPA:25417	TS26	TS26	S2 neural arch pedicle	EMAPA:25419	TS26	TS26
S3 intervertebral disc	EMAPA:19582	TS24	TS26	S3 nucleus pulposus	EMAPA:19583	TS26	TS24
S3 intervertebral disc	EMAPA:19582	TS24	TS26	S3 annulus fibrosus	EMAPA:19584	TS26	TS24
S3 segmental spinal nerve	EMAPA:25238	TS26	TS26	S3 ventral root	EMAPA:25285	TS26	TS26
S3 segmental spinal nerve	EMAPA:25238	TS26	TS26	S3 mixed spinal nerve	EMAPA:26589	TS26	TS26
S3 segmental spinal nerve	EMAPA:25238	TS26	TS26	S3 dorsal root	EMAPA:25284	TS26	TS26
S3 vertebra	EMAPA:19590	TS24	TS28	S3 vertebra neural arch	EMAPA:25425	TS26	TS26
S3 vertebra	EMAPA:19590	TS24	TS28	S3 vertebra centrum	EMAPA:25422	TS26	TS26
S3 vertebra	EMAPA:19590	TS24	TS28	S3 future vertebral canal	EMAPA:25424	TS26	TS26
S3 vertebra neural arch	EMAPA:25425	TS26	TS26	S3 neural arch transverse process	EMAPA:25429	TS26	TS26
S3 vertebra neural arch	EMAPA:25425	TS26	TS26	cartilage primordium of future S3 spinous process	EMAPA:25428	TS26	TS26
S3 vertebra neural arch	EMAPA:25425	TS26	TS26	S3 neural arch pedicle	EMAPA:25427	TS26	TS26
S3 vertebra neural arch	EMAPA:25425	TS26	TS26	S3 neural arch lamina	EMAPA:25426	TS26	TS26
S4 intervertebral disc	EMAPA:19585	TS24	TS26	S4 annulus fibrosus	EMAPA:19587	TS26	TS24
S4 intervertebral disc	EMAPA:19585	TS24	TS26	S4 nucleus pulposus	EMAPA:19586	TS26	TS24
S4 segmental spinal nerve	EMAPA:25239	TS26	TS26	S4 mixed spinal nerve	EMAPA:26591	TS26	TS26
S4 segmental spinal nerve	EMAPA:25239	TS26	TS26	S4 dorsal root	EMAPA:25286	TS26	TS26
S4 segmental spinal nerve	EMAPA:25239	TS26	TS26	S4 ventral root	EMAPA:25287	TS26	TS26
S4 vertebra	EMAPA:19591	TS24	TS28	S4 future vertebral canal	EMAPA:25432	TS26	TS26
S4 vertebra	EMAPA:19591	TS24	TS28	S4 vertebra centrum	EMAPA:25430	TS26	TS24
S4 vertebra	EMAPA:19591	TS24	TS28	S4 vertebra neural arch	EMAPA:25433	TS26	TS26
S4 vertebra neural arch	EMAPA:25433	TS26	TS26	S4 neural arch transverse process	EMAPA:25437	TS26	TS26
S4 vertebra neural arch	EMAPA:25433	TS26	TS26	S4 neural arch pedicle	EMAPA:25435	TS26	TS26
S4 vertebra neural arch	EMAPA:25433	TS26	TS26	cartilage primordium of future S4 spinous process	EMAPA:25436	TS26	TS26
S4 vertebra neural arch	EMAPA:25433	TS26	TS26	S4 neural arch lamina	EMAPA:25434	TS26	TS26
saccule	EMAPA:17290	TS19	TS28	saccule mesenchyme	EMAPA:17291	TS26	TS19
saccule	EMAPA:17290	TS19	TS28	macula of saccule	EMAPA:35534	TS28	TS27
saccule	EMAPA:17290	TS19	TS28	saccule epithelium	EMAPA:17292	TS28	TS19
saccule	EMAPA:17290	TS19	TS28	cochlea	EMAPA:17597	TS28	TS20
sacral intervertebral disc	EMAPA:19575	TS24	TS26	S1 intervertebral disc	EMAPA:19576	TS26	TS24
sacral intervertebral disc	EMAPA:19575	TS24	TS26	S2 intervertebral disc	EMAPA:19579	TS26	TS24
sacral intervertebral disc	EMAPA:19575	TS24	TS26	S3 intervertebral disc	EMAPA:19582	TS26	TS24
sacral intervertebral disc	EMAPA:19575	TS24	TS26	S4 intervertebral disc	EMAPA:19585	TS26	TS24
sacral vertebra	EMAPA:18336	TS24	TS28	S1 vertebra	EMAPA:19588	TS28	TS24
sacral vertebra	EMAPA:18336	TS24	TS28	S4 vertebra	EMAPA:19591	TS28	TS24
sacral vertebra	EMAPA:18336	TS24	TS28	S2 vertebra	EMAPA:19589	TS28	TS24
sacral vertebra	EMAPA:18336	TS24	TS28	S3 vertebra	EMAPA:19590	TS28	TS24
sacral vertebral cartilage condensation	EMAPA:18009	TS20	TS23	S1 vertebral cartilage condensation	EMAPA:19387	TS23	TS20
sacral vertebral cartilage condensation	EMAPA:18009	TS20	TS23	S3 vertebral cartilage condensation	EMAPA:19402	TS23	TS21
sacral vertebral cartilage condensation	EMAPA:18009	TS20	TS23	S2 vertebral cartilage condensation	EMAPA:19388	TS23	TS20
sacral vertebral cartilage condensation	EMAPA:18009	TS20	TS23	S4 vertebral cartilage condensation	EMAPA:19403	TS23	TS21
sacral vertebral pre-cartilage condensation	EMAPA:17677	TS18	TS20	S3 vertebral pre-cartilage condensation	EMAPA:19364	TS20	TS19
sacral vertebral pre-cartilage condensation	EMAPA:17677	TS18	TS20	S1 vertebral pre-cartilage condensation	EMAPA:19356	TS19	TS18
sacral vertebral pre-cartilage condensation	EMAPA:17677	TS18	TS20	S4 vertebral pre-cartilage condensation	EMAPA:19365	TS20	TS19
sacral vertebral pre-cartilage condensation	EMAPA:17677	TS18	TS20	S2 vertebral pre-cartilage condensation	EMAPA:19357	TS19	TS18
salivary gland	EMAPA:17751	TS21	TS28	submandibular gland primordium	EMAPA:17755	TS23	TS21
salivary gland	EMAPA:17751	TS21	TS28	salivary gland mesenchyme	EMAPA:32817	TS26	TS21
salivary gland	EMAPA:17751	TS21	TS28	sublingual gland primordium	EMAPA:17752	TS23	TS21
salivary gland	EMAPA:17751	TS21	TS28	salivary gland epithelium	EMAPA:32816	TS28	TS21
salivary gland	EMAPA:17751	TS21	TS28	salivary duct	EMAPA:35750	TS28	TS28
scapula	EMAPA:18722	TS23	TS28	acromion	EMAPA:25119	TS28	TS26
scapula	EMAPA:18722	TS23	TS28	scapula border	EMAPA:25124	TS26	TS26
scapula	EMAPA:18722	TS23	TS28	glenoid fossa	EMAPA:25122	TS26	TS26
scapula	EMAPA:18722	TS23	TS28	blade of scapula	EMAPA:25120	TS26	TS26
scapula	EMAPA:18722	TS23	TS28	scapula angle	EMAPA:25125	TS26	TS26
scapula	EMAPA:18722	TS23	TS28	scapula spine	EMAPA:25123	TS26	TS26
scapula	EMAPA:18722	TS23	TS28	coracoid process	EMAPA:25121	TS26	TS26
scapula angle	EMAPA:25125	TS26	TS26	scapula superior angle	EMAPA:25129	TS26	TS26
scapula angle	EMAPA:25125	TS26	TS26	scapula inferior angle	EMAPA:25128	TS26	TS26
scapula border	EMAPA:25124	TS26	TS26	scapula medial border	EMAPA:25127	TS26	TS26
scapula border	EMAPA:25124	TS26	TS26	scapula lateral border	EMAPA:25126	TS26	TS26
scrotal fold	EMAPA:29316	TS24	TS27	scrotal fold surface epithelium of male	EMAPA:30627	TS27	TS24
scrotal fold	EMAPA:29316	TS24	TS27	scrotal fold mesenchyme of male	EMAPA:30624	TS27	TS24
scrotum	EMAPA:19296	TS26	TS28	vasculature of scrotum	EMAPA:30791	TS28	TS28
scrotum	EMAPA:19296	TS26	TS28	septum of scrotum	EMAPA:29745	TS28	TS28
scrotum	EMAPA:19296	TS26	TS28	epidermal layer of scrotum	EMAPA:29733	TS28	TS28
scrotum	EMAPA:19296	TS26	TS28	nerve of scrotum	EMAPA:35050	TS28	TS28
scrotum	EMAPA:19296	TS26	TS28	dermal layer of scrotum	EMAPA:29739	TS28	TS28
secretory circumventricular organ	EMAPA:35759	TS27	TS28	subfornical organ	EMAPA:35830	TS28	TS27
segmental spinal nerve	EMAPA:16990	TS17	TS28	L6 segmental spinal nerve	EMAPA:25235	TS26	TS26
segmental spinal nerve	EMAPA:16990	TS17	TS28	T8 segmental spinal nerve	EMAPA:25247	TS26	TS26
segmental spinal nerve	EMAPA:16990	TS17	TS28	S4 segmental spinal nerve	EMAPA:25239	TS26	TS26
segmental spinal nerve	EMAPA:16990	TS17	TS28	T12 segmental spinal nerve	EMAPA:25251	TS26	TS26
segmental spinal nerve	EMAPA:16990	TS17	TS28	T4 segmental spinal nerve	EMAPA:25243	TS26	TS26
segmental spinal nerve	EMAPA:16990	TS17	TS28	L1 segmental spinal nerve	EMAPA:25230	TS26	TS26
segmental spinal nerve	EMAPA:16990	TS17	TS28	C1 segmental spinal nerve	EMAPA:25145	TS26	TS26
segmental spinal nerve	EMAPA:16990	TS17	TS28	C4 segmental spinal nerve	EMAPA:25225	TS26	TS26
segmental spinal nerve	EMAPA:16990	TS17	TS28	L5 segmental spinal nerve	EMAPA:25234	TS26	TS26
segmental spinal nerve	EMAPA:16990	TS17	TS28	T11 segmental spinal nerve	EMAPA:25250	TS26	TS26
segmental spinal nerve	EMAPA:16990	TS17	TS28	T3 segmental spinal nerve	EMAPA:25242	TS26	TS26
segmental spinal nerve	EMAPA:16990	TS17	TS28	C3 segmental spinal nerve	EMAPA:25224	TS26	TS26
segmental spinal nerve	EMAPA:16990	TS17	TS28	T7 segmental spinal nerve	EMAPA:25246	TS26	TS26
segmental spinal nerve	EMAPA:16990	TS17	TS28	S3 segmental spinal nerve	EMAPA:25238	TS26	TS26
segmental spinal nerve	EMAPA:16990	TS17	TS28	C7 segmental spinal nerve	EMAPA:25228	TS26	TS26
segmental spinal nerve	EMAPA:16990	TS17	TS28	L4 segmental spinal nerve	EMAPA:25233	TS26	TS26
segmental spinal nerve	EMAPA:16990	TS17	TS28	S2 segmental spinal nerve	EMAPA:25237	TS26	TS26
segmental spinal nerve	EMAPA:16990	TS17	TS28	T10 segmental spinal nerve	EMAPA:25249	TS26	TS26
segmental spinal nerve	EMAPA:16990	TS17	TS28	T2 segmental spinal nerve	EMAPA:25241	TS26	TS26
segmental spinal nerve	EMAPA:16990	TS17	TS28	C2 segmental spinal nerve	EMAPA:25223	TS26	TS26
segmental spinal nerve	EMAPA:16990	TS17	TS28	T6 segmental spinal nerve	EMAPA:25245	TS26	TS26
segmental spinal nerve	EMAPA:16990	TS17	TS28	C6 segmental spinal nerve	EMAPA:25227	TS26	TS26
segmental spinal nerve	EMAPA:16990	TS17	TS28	L3 segmental spinal nerve	EMAPA:25232	TS26	TS26
segmental spinal nerve	EMAPA:16990	TS17	TS28	S1 segmental spinal nerve	EMAPA:25236	TS26	TS26
segmental spinal nerve	EMAPA:16990	TS17	TS28	T9 segmental spinal nerve	EMAPA:25248	TS26	TS26
segmental spinal nerve	EMAPA:16990	TS17	TS28	T1 segmental spinal nerve	EMAPA:25240	TS26	TS26
segmental spinal nerve	EMAPA:16990	TS17	TS28	T13 segmental spinal nerve	EMAPA:25252	TS26	TS26
segmental spinal nerve	EMAPA:16990	TS17	TS28	T5 segmental spinal nerve	EMAPA:25244	TS26	TS26
segmental spinal nerve	EMAPA:16990	TS17	TS28	C5 segmental spinal nerve	EMAPA:25226	TS26	TS26
segmental spinal nerve	EMAPA:16990	TS17	TS28	L2 segmental spinal nerve	EMAPA:25231	TS26	TS26
semicircular canal	EMAPA:32832	TS19	TS28	semicircular canal mesenchyme	EMAPA:32829	TS26	TS19
semicircular canal	EMAPA:32832	TS19	TS28	semicircular canal epithelium	EMAPA:32828	TS26	TS19
semicircular duct	EMAPA:32830	TS26	TS28	semicircular duct ampulla	EMAPA:32831	TS28	TS26
semicircular duct ampulla	EMAPA:32831	TS26	TS28	crista ampullaris	EMAPA:32791	TS28	TS26
seminal vesicle	EMAPA:19180	TS24	TS28	muscle layer of seminal vesicle	EMAPA:29773	TS28	TS24
seminal vesicle	EMAPA:19180	TS24	TS28	epithelial layer of seminal vesicle	EMAPA:29771	TS28	TS24
seminal vesicle	EMAPA:19180	TS24	TS28	nerve of seminal vesicle	EMAPA:35048	TS28	TS27
seminal vesicle	EMAPA:19180	TS24	TS28	adventitia of seminal vesicle	EMAPA:29775	TS28	TS24
seminal vesicle	EMAPA:19180	TS24	TS28	vasculature of seminal vesicle	EMAPA:30797	TS28	TS24
seminiferous cord	EMAPA:18685	TS22	TS28	Sertoli cell	EMAPA:19177	TS27	TS23
seminiferous cord	EMAPA:18685	TS22	TS28	peritubular myoid cell	EMAPA:29244	TS27	TS23
seminiferous cord	EMAPA:18685	TS22	TS28	germ cell of testis	EMAPA:18686	TS28	TS23
seminiferous tubule	EMAPA:31476	TS27	TS28	spermatocyte	EMAPA:31484	TS28	TS27
seminiferous tubule	EMAPA:31476	TS27	TS28	spermatozoon	EMAPA:31488	TS28	TS28
seminiferous tubule	EMAPA:31476	TS27	TS28	peritubular myoid cell	EMAPA:31480	TS28	TS28
seminiferous tubule	EMAPA:31476	TS27	TS28	seminiferous tubule epithelium	EMAPA:35761	TS28	TS27
seminiferous tubule	EMAPA:31476	TS27	TS28	spermatogonium	EMAPA:31482	TS28	TS27
seminiferous tubule	EMAPA:31476	TS27	TS28	spermatid	EMAPA:31486	TS28	TS28
seminiferous tubule	EMAPA:31476	TS27	TS28	Sertoli cell	EMAPA:31478	TS28	TS28
sensory organ	EMAPA:35955	TS12	TS28	sensory organ cartilage	EMAPA:35978	TS28	TS20
sensory organ	EMAPA:35955	TS12	TS28	sensory organ mesenchyme	EMAPA:35971	TS26	TS12
sensory organ	EMAPA:35955	TS12	TS28	sensory organ epithelium	EMAPA:35952	TS28	TS12
sensory organ system	EMAPA:16192	TS12	TS28	visual system	EMAPA:36003	TS28	TS12
sensory organ system	EMAPA:16192	TS12	TS28	olfactory system	EMAPA:36004	TS28	TS14
sensory organ system	EMAPA:16192	TS12	TS28	sensory organ	EMAPA:35955	TS28	TS12
sensory organ system	EMAPA:16192	TS12	TS28	auditory system	EMAPA:36002	TS28	TS12
septal nucleus	EMAPA:35763	TS27	TS28	septohippocampal nucleus	EMAPA:35768	TS28	TS27
septal nucleus	EMAPA:35763	TS27	TS28	bed nucleus of stria terminalis	EMAPA:35169	TS28	TS27
septal olfactory organ	EMAPA:35764	TS27	TS28	septal organ of Gruneberg	EMAPA:35765	TS28	TS27
septal olfactory organ	EMAPA:35764	TS27	TS28	septal organ of Masera	EMAPA:35766	TS28	TS27
septum primum	EMAPA:17013	TS17	TS26	foramen secundum	EMAPA:17863	TS26	TS21
septum transversum	EMAPA:16318	TS13	TS20	septum transversum non-hepatic component	EMAPA:16320	TS20	TS13
septum transversum	EMAPA:16318	TS13	TS20	septum transversum hepatic component	EMAPA:16319	TS15	TS13
septum transversum non-hepatic component	EMAPA:16320	TS13	TS20	future central tendon	EMAPA:25035	TS20	TS13
septum transversum non-hepatic component	EMAPA:16320	TS13	TS20	future dome	EMAPA:25041	TS20	TS20
serosa of bladder	EMAPA:28661	TS22	TS28	serosa of neck	EMAPA:30130	TS28	TS22
serosa of bladder	EMAPA:28661	TS22	TS28	serosa of fundus	EMAPA:28667	TS28	TS22
serosa of bladder	EMAPA:28661	TS22	TS28	serosa of trigone	EMAPA:28673	TS28	TS22
serosal pericardium	EMAPA:19030	TS24	TS28	visceral serosal pericardium	EMAPA:19032	TS28	TS24
serosal pericardium	EMAPA:19030	TS24	TS28	parietal serosal pericardium	EMAPA:19031	TS28	TS24
shoulder	EMAPA:17421	TS20	TS28	shoulder epithelium	EMAPA:17422	TS21	TS20
shoulder	EMAPA:17421	TS20	TS28	shoulder skin	EMAPA:18059	TS28	TS22
shoulder	EMAPA:17421	TS20	TS28	shoulder joint	EMAPA:19105	TS28	TS24
shoulder	EMAPA:17421	TS20	TS28	shoulder mesenchyme	EMAPA:17423	TS28	TS20
shoulder mesenchyme	EMAPA:17423	TS20	TS28	shoulder rest of mesenchyme	EMAPA:18432	TS23	TS21
